"gene","degree","betweenness","closeness","hub_score"
"MAPT",40,0.036035880627911,0.000433234977284436,3.87772038086897
"PTGER2",2,0,0.00117096018735363,3.86721005578758
"PTGER4",2,0,0.00117096018735363,3.86721005578758
"GRIA2",20,0.0560721062618596,0.000344310959324778,3.62520448371146
"GHSR",2,0,0.00109409190371991,3.37387983707896
"MC3R",2,0,0.00109409190371991,3.37387983707896
"CXCL8",42,0.0226410212178713,0.000438155588654797,3.05513804978305
"CAMK2D",28,0.0348456097981715,0.000401479082698663,2.91104072351126
"FOS",40,0.0194238399171986,0.000434337439756875,2.68555785755662
"DPP4",18,0.0412684721982635,0.000363516481597115,2.56695077137217
"NCOR2",54,0.00845264792133862,0.00040258086979229,2.47950097940014
"CREB1",48,0.0106348111091944,0.00042983937173748,2.47350068496222
"TNFRSF1A",30,0.0235294117647059,0.000410963468679771,2.26780849046096
"AKT2",36,0.0135587372779024,0.000421565946586455,1.95453586809815
"MMP2",28,0.0205709849922374,0.000409945549874862,1.93487951445846
"NCOR1",52,0.00242366741417975,0.000390397854101405,1.85324992375484
"PRKCG",20,0.0279541141969984,0.000380874386940927,1.83000077435771
"SNCA",28,0.0197170950491634,0.000402170027342731,1.82333419181002
"PSMA3",48,0.00826289460065551,0.000352893675149185,1.8084428803215
"NR3C1",42,0.0059513541486976,0.000427184864570852,1.77988753685453
"IDO1",22,0.0268414697257202,0.000362900457385351,1.7471483934049
"PSMA1",46,0.00909665919153585,0.000349411509174413,1.73346036391505
"KIT",24,0.0188890805589098,0.000414458503120263,1.61677555287193
"NFE2L2",16,0.0258237019147835,0.00040177795795448,1.58471139445655
"MAPK8",42,0.00348456097981715,0.000423629628121883,1.57899052102939
"HDAC3",40,0.0058047265827152,0.000403907103791996,1.50708419703701
"PSMB9",44,0.00505433845092289,0.000372354105399694,1.47605945505957
"ESR2",34,0.00783163705364844,0.000423400170377246,1.44003856011625
"CDK2",28,0.0142142487493531,0.000402802440523135,1.43013757042079
"ACE",16,0.0249094359151285,0.000385421127559347,1.41373380066105
"TH",24,0.0193030878040366,0.000365339886777549,1.33142648599889
"IL2",38,0.00238916681041918,0.000413721129595348,1.21067233499367
"PSMB8",46,0.00105226841469726,0.000356441366465611,1.19784531730199
"ODC1",44,0.0055545972054511,0.00031402947916372,1.13785403839773
"NR0B2",26,0.0115490771088494,0.000404675275434388,1.13693140821553
"NOS2",30,0.00825426944971537,0.000400477205270424,1.09778297917863
"HDAC7",26,0.00929791271347249,0.000415130703839772,1.04151937189322
"PPARA",24,0.01219596342936,0.000396975830966976,1.02139206206254
"HSPD1",18,0.0189925823701915,0.000358577320253696,0.92713562598644
"AHR",22,0.0127738485423495,0.00038898188372362,0.898981378561652
"TERT",24,0.0115059513541487,0.000384052923184802,0.888642007898547
"GSK3B",32,0.00269104709332413,0.000406611776111986,0.848364512278295
"AKT3",28,0.00545972054510954,0.000404972035039202,0.812064564706329
"PSMA8",42,0.000258754528204244,0.00033923928900335,0.804510936715093
"PSMB11",42,0,0.000339978396567954,0.790574709537043
"CALM1",22,0.0105169340463458,0.000397240076155575,0.789052674900251
"PSMB6",42,0,0.000339636497154397,0.788380445472684
"PSMB7",42,0,0.000338959932493025,0.784038345238527
"PSMB5",42,0,0.000338832665503986,0.783221562964107
"PSMB4",42,0,0.000338825770294443,0.783177310444458
"PSMB10",42,0,0.00033880370750964,0.783035714483973
"PSMA5",42,0,0.000338266470682049,0.779587801389974
"PSMB2",42,0,0.000338046699171938,0.778177337645713
"PSMA2",42,0,0.000338021306508179,0.778014370973718
"PSMA6",42,0,0.000337986998157819,0.77779418463435
"PSMA7",42,0,0.000337751830503352,0.776284910523792
"PSMB1",42,0,0.000337612461448307,0.775390458831152
"PSMB3",42,0,0.00033748894039621,0.774597717471967
"PSMA4",42,0,0.000336663913369197,0.769302805911091
"SYK",28,0.00434707607383129,0.00040746555203017,0.747744825643872
"GCLC",12,0.0240469208211144,0.000322333656957616,0.720931931869929
"MAPK9",28,0.0034328100741763,0.000409522568013951,0.694944800436513
"AKR1C3",20,0.0145678799378989,0.000345792956207866,0.638488765798544
"GABRG2",10,0.028290495083664,0.000277868407196541,0.629082731917932
"SPR",22,0.0125323443160255,0.000349311813767501,0.626949845375
"ICAM1",24,0.00540796963946869,0.000409969775501536,0.614754133205778
"HDAC5",26,0.00349318613075729,0.000405017842677934,0.557568031328533
"MME",20,0.0107124374676557,0.000367981824128999,0.502566093329596
"HSPA1A",18,0.00958254269449715,0.000396295529358001,0.48988685172179
"MMP14",12,0.0176298085216491,0.000354735721887194,0.46562695168804
"ALOX15",8,0.0227013972744523,0.000329763372498923,0.445830990164964
"G6PC",10,0.0153872692772124,0.000387079675643505,0.398490505590975
"MAOA",20,0.014205623598413,0.000309064212962877,0.376617066179691
"LRRK2",16,0.00924616180783164,0.00039608623974993,0.35143537029232
"SLC1A2",14,0.0209073658789029,0.000278676245988276,0.32692198294406
"MMP3",16,0.0102121787131275,0.000380100538304546,0.318578925212527
"VCAM1",18,0.00759013282732448,0.00039160806265729,0.315969487723302
"CA9",8,0.0168707952389167,0.000362450163102573,0.234694037782122
"CARBONIC ANHYDRASE IX",8,0.0168707952389167,0.000362450163102573,0.234694037782122
"GRIA1",16,0.0145592547869588,0.000315431715190737,0.217362473451874
"HDAC4",24,0.00150077626358461,0.000391061255694169,0.211338056481411
"CDK4",18,0.00693462135587373,0.000377303334885602,0.176841729520647
"LAP3",12,0.0125927203726065,0.000362363787125965,0.15095097109688
"LPAR2",18,0.00426082456442988,0.000401729003024428,0.140578588861289
"CYP1A1",20,0.00928928756253234,0.000324853962047692,0.123038867874297
"CTRB1",8,0.0195445920303605,0.000312957277102523,0.110079174077271
"HTR2C",12,0.012497843712265,0.000355637006753899,0.100930176619251
"JAK3",24,0,0.000388033196065134,0.0835620086400585
"HDAC6",18,0.00282042435742626,0.000408520285547092,0.0801803483171421
"MMP1",18,0.00505433845092289,0.000381662328552812,0.0690778662135959
"ANPEP",14,0.0108849404864585,0.000347956201404991,0.0480235468213527
"ERN1",10,0.0123512161462826,0.000366201674850303,0.0453229552713261
"CASP1",20,0.00360531309297913,0.000375554450320236,0.038096558190953
"SLC18A2",12,0.014818009315163,0.000319016242046149,0.0333978918353376
"TPH1",26,0.00397619458340521,0.000317464554558143,0.0305317123636997
"LNPEP",10,0.0126444712782474,0.000353304778951099,-0.0162772248824441
"PDGFRB",22,0.000284629981024668,0.000386640581005846,-0.017652568762895
"CHEK1",20,0.00710712437467656,0.000327274657147855,-0.0189577385739667
"NOS1",18,0.00304467828186993,0.000383885567516595,-0.0617328407486636
"CBS",14,0.0171122994652406,0.000260248353518863,-0.0653149476904544
"XIAP",16,0.00523546662066586,0.000368639719435284,-0.114248323390933
"REN",14,0.00592547869587718,0.00037298554204992,-0.149369492564983
"HTR1A",10,0.0173365533896843,0.000274829119011738,-0.181197790390301
"HLA-A",16,0.00279454890460583,0.000382711111724062,-0.200152054750279
"AKR1B10",20,0.00429532516819044,0.0003272350992564,-0.222197898625391
"DPP7",8,0.0171295497671209,0.000283036668972891,-0.256291277400009
"P4HB",12,0.00734862860100052,0.000352605948557651,-0.290249157502341
"GRIK2",8,0.0171122994652406,0.00027632080098181,-0.300638121911788
"THRB",14,0.00422632396066931,0.000368506321045363,-0.300780015409823
"EDNRA",14,0.00416594790408832,0.000366145706199408,-0.320288722486655
"MPO",12,0.00491633603588063,0.000374905429261087,-0.322723476083406
"SLC15A1",8,0.0139554942211489,0.000307255379045183,-0.329996770806713
"GRIA4",12,0.0102294290150078,0.000313108822710827,-0.335768812843723
"PRKDC",14,0.00334655856477488,0.000366241547848963,-0.378826068173247
"CA4",12,0.0113765740900466,0.000289342046612743,-0.405487336198933
"CARBONIC ANHYDRASE IV",12,0.0113765740900466,0.000289342046612743,-0.405487336198933
"AKR1B1",20,0.00181990684836985,0.000326216331388771,-0.407438860426373
"ALDOSE REDUCTASE",20,0.00181990684836985,0.000326216331388771,-0.407438860426373
"DNPEP",10,0.0108504398826979,0.000311794249502815,-0.412198893162826
"EPHA7",16,0.00234604105571848,0.00035356924435988,-0.419558787068952
"RARB",16,0,0.000378165432045489,-0.431066578646871
"DRD4",6,0.0112989477315853,0.000338895769705568,-0.43153614028103
"ADORA1",8,0.00993617388304295,0.000333523966150823,-0.451566847761081
"NQO1",10,0.00919441090219079,0.000323414636988922,-0.457171025758929
"PCNA",18,0,0.000355468070320765,-0.463910513707181
"CSK",16,0.000276004830084527,0.000365105557169719,-0.494958050386214
"ACE2",12,0.00574435052613421,0.000335290030911123,-0.51719462794941
"ARG1",12,0.00236329135759876,0.000367831023067313,-0.552432619119522
"TTR",8,0.00693462135587373,0.000346772413161107,-0.583224855413637
"CYP1B1",12,0.00724512678971882,0.000305242190887283,-0.601695217992812
"PTPN1",14,0.000172503018802829,0.000366261286182051,-0.607837280093342
"RAD51",16,0.00174228048990857,0.000330011416611169,-0.614335742068829
"NOX4",8,0.00320855614973262,0.000383089751141216,-0.619133063648576
"THRA",14,5.17509056408487e-05,0.00036391971035051,-0.631582398523825
"NMBR",6,0.00926341210971192,0.000330139669899987,-0.634678726264556
"QDPR",16,0.00396756943246507,0.00030159819874325,-0.636042334828626
"LY96",10,0.00227703984819734,0.0003724740554483,-0.641685494171073
"ADCY5",8,0.00356218733827842,0.000372950452468417,-0.658676757650548
"CAPN1",14,0.000327755735725375,0.000350024491203138,-0.700834996500492
"EPHB3",8,0.00572710022425392,0.000341486275430729,-0.704322593725946
"PRKAB2",10,0.00445057788511299,0.000338233486740333,-0.704527178114641
"EPHA3",16,3.45006037605658e-05,0.000334501241572176,-0.708806801688651
"GSK3A",12,0,0.000369963825759259,-0.709352683494565
"CBX4",12,0.00146627565982405,0.000352976717316529,-0.712521898916325
"CYP19A1",12,0.00127652233914093,0.000354943683334808,-0.71359663859793
"EPHA4",16,0,0.000333868056948065,-0.715361123964964
"CTSB",10,0.00253579437640159,0.00035542026578605,-0.732454683933839
"TPH2",16,0.00308780403657064,0.000294823066319254,-0.74303526137432
"BACE1",10,0.00260479558392272,0.000352048276073509,-0.74911439809032
"PTPN2",12,0,0.000363526402606037,-0.750667192183636
"NTRK1",12,0,0.000362673590501219,-0.756140424605368
"SELE",10,0.00255304467828187,0.000350716810393856,-0.761395508092009
"FPR2",8,0.002622045885803,0.000363856485386737,-0.784910251691395
"EPHB2",12,0.000879765395894428,0.0003470727591659,-0.792753398612885
"RUVBL1",8,0.00457132999827497,0.00034052143751176,-0.793950872090448
"PRKCH",6,0.00572710022425392,0.000342194421922639,-0.812602459630495
"EPHA6",14,0,0.000336052024486385,-0.814169370559402
"EPHA5",14,0,0.000335643190122212,-0.81679321405842
"CASP9",10,1.72503018802829e-05,0.00036909817013763,-0.826487683290048
"BRD4",6,0.00572710022425392,0.000334627965049968,-0.861162953600038
"NR3C2",8,0.00225978954631706,0.000355776452727139,-0.862918412400534
"BCHE",6,0.00504571329998275,0.000341201109877004,-0.868167329060167
"KIF11",12,0.00162152837674659,0.000326805724301588,-0.86927595094249
"IDE",12,0.00103501811281697,0.000333175916884115,-0.870733615977877
"PGF",10,0.000155252716922546,0.000360023742106236,-0.874763614679364
"ABCG2",4,0.00572710022425392,0.000346886924238021,-0.895311270258564
"CPA1",8,0.0114369501466276,0.000243210732239591,-0.922842561972695
"CAPN2",10,0.000103501811281697,0.000348966618670657,-0.949462677066702
"FOLH1",6,0.0066298660226554,0.000309777527640435,-0.955478225375139
"ADAM17",8,0.00065551147145075,0.000357267770584739,-0.969161596209236
"HTR1B",8,0.00303605313092979,0.000330118396516805,-0.971549179306513
"SIGMAR1",6,0.00752113161980335,0.000297066269864634,-0.972716098444913
"EPHB1",10,0,0.000345021587161467,-0.982253241940669
"HDAC9",10,0,0.000344659129016366,-0.984579449155698
"HMGCR",8,0.00508883905468346,0.000302650509552577,-0.99964191273004
"DRD2",10,0.00419182335690875,0.000294893559365262,-1.00135667309186
"MC1R",6,0.00498533724340176,0.00031924409134791,-1.0134430971133
"AKT1S1",8,0,0.000356643693671984,-1.02048879270723
"BLOOM SYNDROME PROTEIN",12,0,0.000319787653315612,-1.03137655283888
"HDAC10",8,0,0.000353573373907559,-1.04019368852755
"USP4",6,0.00252716922546145,0.000342681083283852,-1.04048499481314
"ARG2",10,8.62515094014145e-05,0.000334026798378215,-1.04658973203319
"GABRB2",8,0.0114196998447473,0.000222787628529394,-1.05516058621608
"PRKAA1",10,0,0.000333315649920475,-1.05738035947598
"CCKBR",4,0.00572710022425392,0.000321253990350804,-1.05981996334948
"EPHA1",10,0,0.000331099488933522,-1.07160338011212
"FPR1",8,0,0.000347622025248007,-1.07838863704257
"CAPNS1",8,0,0.000347600979128284,-1.07852370818447
"TLR9",8,0.000155252716922546,0.000341876480951423,-1.10405492949986
"OPRM1",8,0.000793513886493014,0.00033390890002587,-1.10911314233959
"EDNRB",6,0.00219078833879593,0.000334589299171063,-1.11670060282677
"HDAC11",8,0,0.0003393194861093,-1.13167320716063
"CASR",4,0.00572710022425392,0.000309227803386834,-1.13700240017136
"GRM4",6,0.0114369501466276,0.00022610762179596,-1.14543265914709
"MAOB",8,0.00281179920648611,0.000303999926966985,-1.15536306447156
"PTPRA",4,0.00572710022425392,0.000305483287403814,-1.16103419588132
"GRIA3",10,0,0.00031277737858743,-1.18919219928378
"RPS6KA3",6,0,0.000342750215376825,-1.22247990607544
"PON1",6,0.00041400724512679,0.000337613488317864,-1.22555917279316
"CBR1",12,0.000207003622563395,0.000287175170817483,-1.22573526685182
"MTNR1B",6,0.000301880282904951,0.000337759367243833,-1.23271748665425
"CTBP2",6,0,0.000338828528344584,-1.24764876154958
"F3",6,0.00236329135759876,0.000312155504060834,-1.24822451095816
"HSPE1",6,0.000810764188373297,0.000328401071396168,-1.25604097888253
"ALOX5",8,0.00572710022425392,0.000254400828750808,-1.26322517911031
"CASP5",6,0,0.000335814799650672,-1.2669904635548
"HDAC8",6,0,0.000335612068730933,-1.26829156310127
"MMP11",6,0.00132827324478178,0.000320387620915058,-1.27011077864034
"MMP13",6,6.90012075211316e-05,0.000334400469164862,-1.27108618631163
"TNKS2",6,0.00572710022425392,0.000268708745541694,-1.28422356377417
"CPB2",6,0.00367431430050026,0.000290835028415368,-1.29041252092154
"SCNN1A",4,0.00572710022425392,0.000284996110188226,-1.29251812057319
"KDM5B",6,0,0.000330450901743947,-1.30141523281418
"PRKX",4,8.62515094014145e-05,0.000345180380071586,-1.31348151961743
"DHCR7",6,0.00598585475245817,0.000255085821441457,-1.35297392368855
"PDE5A",4,0.00012075211316198,0.000338236578711613,-1.35555526571964
"CASP4",6,0,0.000321394756729263,-1.35953634323262
"GRK6",4,0.000517509056408487,0.000332645400003596,-1.36279645610251
"ABCB1",4,0,0.000337931433407719,-1.36623084922496
"KISS1R",2,0,0.000348999900435464,-1.40801958310178
"TUBB1",4,0.000586510263929619,0.000323904754493814,-1.4139114750144
"CTSL",4,0,0.000329570489486404,-1.41989025331634
"NPPA",6,8.62515094014145e-05,0.000310412233038488,-1.42379411762513
"MTNR1A",4,0,0.000328621447829125,-1.42598107395416
"CAMKK2",6,0,0.000310134987883315,-1.4318000125224
"NTSR1",4,0,0.000327269189227438,-1.43465968625282
"PIN1",4,0,0.000326632303248177,-1.43874713408681
"TNKS",6,0.00175953079178886,0.000288591534648317,-1.44304088232335
"CDC25B",6,0,0.000307757996855878,-1.44705521854497
"HTR2A",8,0.000526134207348629,0.000282613178939971,-1.45762449961726
"ESRRG",4,1.72503018802829e-05,0.000319603806452542,-1.48260975862668
"MMP8",2,0,0.000336882571638129,-1.48578695584862
"GLO1",8,0.000552009660169053,0.000274434565898909,-1.50824575692049
"MIF",2,0,0.000332214644580212,-1.51574507859494
"EPHB6",4,0,0.000312137655518134,-1.53177181730778
"GRPR",6,0.00127652233914093,0.000279263080917526,-1.53777844247575
"SLC1A1",6,0.00348456097981715,0.000251694972903109,-1.55530654943693
"CASP10",4,0,0.000307116809526708,-1.56399492590294
"GNPAT",4,0,0.000299640431482221,-1.61197730617059
"BMP1",2,0,0.000316837787615924,-1.61443166102718
"GSTM1",6,0.000724512678971882,0.000273224492073208,-1.61638335446677
"CBX7",4,0,0.000298729993837012,-1.61782037149481
"ECE1",4,0,0.000296809167748876,-1.63014797280664
"CACNA2D1",2,0,0.000313608637139739,-1.63515591081336
"PIM1",2,0,0.000311369474009999,-1.64952655608212
"ACHE",2,0,0.000308463859244143,-1.66817439756058
"RNPEP",4,0,0.000290593159105427,-1.67004147320245
"CPB1",6,0.00127652233914093,0.000258105520977856,-1.67356479256669
"ADAMTS4",4,0,0.000289348080527396,-1.67803221864613
"KMO",4,0,0.000288486028786228,-1.68356474980079
"MMP7",4,0,0.000287656677867712,-1.68888741151088
"MMP15",6,0,0.000269045252926776,-1.69550835846883
"MMP25",6,0,0.00026890338293376,-1.69641886084216
"MMP17",6,0,0.000268686630701926,-1.69780994726795
"IMPDH2",4,0.00572710022425392,0.000220305556529546,-1.70769331996869
"GRIK5",4,0.00572710022425392,0.000218093080554939,-1.72189269069539
"TYROSINASE",4,0.000163877867862688,0.000279979215957302,-1.72632983187812
"TYR",4,0.000163877867862688,0.000279979215957302,-1.72632983187812
"ERAP1",2,0,0.000298992852005721,-1.72895803746316
"HTR2B",4,0,0.00027392797915186,-1.77699633784451
"PRKD2",2,0,0.000290522172163614,-1.7833217118107
"ALOX12",6,0,0.000254672436182758,-1.78775114694544
"ADORA2A",4,0.000276004830084527,0.000269123312625116,-1.7879070020545
"ALOX15B",6,0,0.000254224089755609,-1.79062857350562
"KYNU",4,0,0.000268845417921413,-1.80961552647326
"BRS3",4,0,0.000266357382818749,-1.82558339830972
"NAALAD2",2,0,0.00028316133903851,-1.83056254045712
"SLC7A5",6,0.000819389339313438,0.000237444498239845,-1.83916527164178
"L-TYPE AMINO ACID TRANSPORTER 1",6,0.000819389339313438,0.000237444498239845,-1.83916527164178
"ADRA2C",2,0,0.000274488178461828,-1.88622570869668
"ALDH5A1",4,0.00572710022425392,0.000190057970534736,-1.90181822440042
"EPHA8",2,0,0.000270923556437119,-1.90910296938124
"CA2",2,0,0.000269178351270473,-1.92030345943843
"CARBONIC ANHYDRASE II",2,0,0.000269178351270473,-1.92030345943843
"PRKG2",2,0,0.000265741174480229,-1.94236279389361
"AKR1C4",2,0,0.000265374169609956,-1.94471818137411
"DRD3",2,0,0.000265161378170291,-1.94608384797296
"MDM4",2,0,0.000263690944710423,-1.95552089048336
"BRD9",2,0,0.000263507113505096,-1.95670069422611
"SLC1A3",6,1.72503018802829e-05,0.000228063915425956,-1.95727570962758
"ABCC1",2,0,0.00026233051912295,-1.96425191738911
"OPRD1",2,0,0.000261520036125891,-1.96945348733835
"PPIB",2,0,0.000261298409846163,-1.97087585474245
"GABRB1",6,0,0.000224969598702878,-1.97837992929266
"CA12",4,8.62515094014145e-06,0.000240400754555161,-1.99154686069607
"CARBONIC ANHYDRASE XII",4,8.62515094014145e-06,0.000240400754555161,-1.99154686069607
"CA14",4,0,0.000240228021841272,-1.99327809313547
"CARBONIC ANHYDRASE XIV",4,0,0.000240228021841272,-1.99327809313547
"GABRA1",6,0,0.000218732716502694,-2.01840739334452
"TAS2R31",2,0,0.000253759914163613,-2.01925689758617
"CCKAR",2,0,0.00025276389347482,-2.02564922327647
"ENPEP",2,0,0.000251324548295069,-2.03488674542159
"CYP26B1",2,0,0.000249531659797677,-2.04639326062821
"SLC22A6",2,0,0.000245030047453417,-2.07528399809957
"MYOC",2,0,0.00024416335921856,-2.08084628564187
"PTPRS",2,0,0.000244139193064981,-2.08100138073789
"FAP",2,0,0.000233597984182681,-2.14865342963933
"BHMT",4,0,0.000213722526546841,-2.1633867669923
"DPP9",2,0,0.000227659618106118,-2.18676505769756
"SLC7A11",2,0,0.000227533151170156,-2.18757670533984
"DPP8",2,0,0.0002270926278777,-2.1904039240826
"SGK2",2,0,0.000226598283432944,-2.19357655968107
"PARP10",2,0,0.000226122054301887,-2.19663293365319
"GRIK1",2,0,0.000224343189836782,-2.20804944452268
"CELA1",2,0,0.000207446261762296,-2.31649163717277
"CHOLESTEROL 24-HYDROXYLASE",2,0,0.000206633750055071,-2.3217062271087
"LTA4H",2,0,0.000203837532304882,-2.33965197337814
"CPA3",2,0,0.000202545011523169,-2.34794719645046
"GRM6",2,0,0.000190505830164911,-2.42521302953245
"GRM8",2,0,0.000190288976382452,-2.42660476769637
"GRIK3",2,0,0.000187093892480005,-2.44711038283274
"IMPDH1",2,0,0.000181480785108766,-2.48313454463508
"ABAT",2,0,0.000159883309190794,-2.62174421580892
